No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
70	Weepinbell	1	common	0.95	21	39	Jungle		any	any		grounded	Natural			8	15		
71	Victreebel	1	common	0.05	34	49	Jungle		any	any		grounded	Natural			8	15		
72	Tentacool	1	common	9	9	34	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
72	Tentacool	2	common	5.4	9	34	Ocean	Deep Ocean	any	any		submerged	Water	maxY = 48				TRUE	
72	Tentacool	3	uncommon	8.4	9	34	Overworld	Dripstone, Lush	any	any		submerged	Water	maxY = 48	structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13	0	7	FALSE	
72	Tentacool	4	uncommon	8.4	9	34	Ocean		any	any		surface	Water			8	15		
72	Tentacool	5	common	9	9	34	Ocean		any	any		fishing						TRUE	
72	Tentacool	6	common	9	9	34	Overworld	Dripstone, Lush	any	any	Lure0/1 x0.6	fishing			structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13	0	7	FALSE	
72	Tentacool	7	common	9	9	34	Ocean		any	any		fishing				8	15	FALSE	
72	Tentacool	8	common	9	9	34	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
72	Tentacool	9	common	9	9	34	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
73	Tentacruel	1	common	1	30	52	Deep Ocean		any	any		submerged	Water	maxY = 48				TRUE	
73	Tentacruel	2	common	0.6	30	52	Ocean	Deep Ocean	any	any		submerged	Water	maxY = 48				TRUE	
73	Tentacruel	3	uncommon	1.6	30	52	Overworld	Dripstone, Lush	any	any		submerged	Water	maxY = 48	structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13	0	7	FALSE	
73	Tentacruel	4	uncommon	1.6	30	52	Ocean		any	any		surface	Water			8	15		
73	Tentacruel	5	common	1	30	52	Ocean		any	any		fishing						TRUE	
73	Tentacruel	6	common	1	30	52	Overworld	Dripstone, Lush	any	any	Lure0/1 x0.6	fishing			structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13	0	7	FALSE	
73	Tentacruel	7	common	1	30	52	Ocean		any	any		fishing				8	15	FALSE	
73	Tentacruel	8	common	1	30	52	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
73	Tentacruel	9	common	1	30	52	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
74	Geodude	1	common	9	5	30	Mountain		any	any		grounded	Natural, Wild			8	15		
74	Geodude	2	common	9	5	30	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
74	Geodude [Alolan]	3	common	9	5	30	Overworld		any	any		grounded	Natural	#minecraft:iron_ores				any	
75	Graveler	1	common	0.95	25	39	Mountain		any	any		grounded	Natural, Wild			8	15		
75	Graveler	2	common	0.95	25	39	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
75	Graveler [Alolan]	3	common	0.95	25	39	Overworld		any	any		grounded	Natural	#minecraft:iron_ores				any	
76	Golem	1	common	0.05	34	50	Mountain		any	any		grounded	Natural, Wild			8	15		
76	Golem	2	common	0.05	34	50	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
76	Golem [Alolan]	3	common	0.05	34	50	Overworld		any	any		grounded	Natural	#minecraft:iron_ores				any	
77	Ponyta	1	uncommon	5.04	16	41	Grassland		any	clear	Night x0.25	grounded	Natural			8	15		
77	Ponyta	2	common	5.4	16	41	Nether Overgrowth, Nether Wasteland		any	any		grounded	Natural					any	
77	Ponyta [Galarian]	3	uncommon	8.4	16	41	Floral, Magical		any	any	Night x0.25	grounded	Natural, Wild			8	15		
77	Ponyta [Galarian]	4	common	9	16	41	Aether		any	any		grounded	Natural			8	15		
78	Rapidash	1	uncommon	0.96	40	50	Grassland		any	clear	Night x0.25	grounded	Natural			8	15		
78	Rapidash	2	common	0.6	40	50	Nether Overgrowth, Nether Wasteland		any	any		grounded	Natural					any	
78	Rapidash [Galarian]	3	uncommon	1.6	40	50	Floral, Magical		any	any	Night x0.25	grounded	Natural, Wild			8	15		
78	Rapidash [Galarian]	4	common	1	40	50	Aether		any	any		grounded	Natural			8	15		
79	Slowpoke	1	common	5.4	7	32	Beach		any	any		grounded	Natural			8	15		
79	Slowpoke	2	common	6	7	32	River	Freezing	any	any		grounded	Natural			8	15		
79	Slowpoke	3	common	1.8	7	32	Beach		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
79	Slowpoke	4	common	2	7	32	Freshwater	Freezing	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
79	Slowpoke	5	common	1.8	7	32	Beach		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
79	Slowpoke	6	common	2	7	32	Freshwater	Freezing	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
79	Slowpoke [Galarian]	7	common	5.4	7	32	Mushroom Fields, Tropical Island		any	any		grounded	Natural	#minecraft:water		8	15		
79	Slowpoke [Galarian]	8	common	1.8	7	32	Mushroom Fields, Tropical Island		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
79	Slowpoke [Galarian]	9	common	1.8	7	32	Mushroom Fields, Tropical Island		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
80	Slowbro	1	common	0.45	37	49	Beach		any	any		grounded	Natural			8	15		
80	Slowbro	2	common	0.15	37	49	Beach		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
80	Slowbro	3	common	0.15	37	49	Beach		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
80	Slowbro [Galarian]	4	common	0.45	37	49	Mushroom Fields, Tropical Island		any	any		grounded	Natural	#minecraft:water		8	15		
80	Slowbro [Galarian]	5	common	0.15	37	49	Mushroom Fields, Tropical Island		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
80	Slowbro [Galarian]	6	common	0.15	37	49	Mushroom Fields, Tropical Island		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
81	Magnemite	1	uncommon	84	8	33	Overworld	Deep Dark	any	any		grounded	Redstone					any	
81	Magnemite	2	common	1.8	8	33	Overworld		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
82	Magneton	1	uncommon	15.2	30	47	Overworld	Deep Dark	any	any		grounded	Redstone					any	
82	Magneton	2	common	0.19	30	47	Overworld		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
83	Farfetch'd	1	common	10	13	38	Overworld		any	any	Night x0.25	grounded	Natural, Treetop, Wild	cobblemon:medicinal_leek		8	15		
83	Farfetch'd [Galarian]	2	rare	8.75	13	38	Forest		any	any	Night x0.25	grounded	Natural, Wild		#minecraft:water	8	15		
84	Doduo	1	common	9	6	31	Savanna		any	any	Night x0.25	grounded	Natural			8	15		
84	Doduo	2	common	9	6	31	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
85	Dodrio	1	common	1	31	47	Savanna		any	any	Night x0.25	grounded	Natural			8	15		
85	Dodrio	2	common	1	31	47	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
86	Seel	1	common	9	8	33	Frozen Ocean		any	any	Night x0.25	grounded	Natural, Wild			8	15		
86	Seel	2	common	9	8	33	Frozen Ocean		any	any	Day x0.25	submerged	Water					TRUE	
86	Seel	3	common	9	8	33	Cold Ocean, Frozen Ocean		any	any	Day x0.25, Lure0/1 x0.6	fishing						TRUE	
86	Seel	4	common	9	8	33	Frozen Ocean		any	any	Day x0.25	submerged	Water			8	15	FALSE	
86	Seel	5	common	9	8	33	Cold Ocean, Frozen Ocean		any	any	Day x0.25, Lure0/1 x0.6	fishing				8	15	FALSE	
87	Dewgong	1	common	1	34	48	Frozen Ocean		any	any	Night x0.25	grounded	Natural, Wild			8	15		
87	Dewgong	2	common	1	34	48	Frozen Ocean		any	any	Day x0.25	submerged	Water					TRUE	
87	Dewgong	3	common	1	34	48	Cold Ocean, Frozen Ocean		any	any	Day x0.25, Lure0/1 x0.6	fishing						TRUE	
87	Dewgong	4	common	1	34	48	Frozen Ocean		any	any	Day x0.25	submerged	Water			8	15	FALSE	
87	Dewgong	5	common	1	34	48	Cold Ocean, Frozen Ocean		any	any	Day x0.25, Lure0/1 x0.6	fishing				8	15	FALSE	
88	Grimer	1	uncommon	1.68	8	33	Swamp		any	any	Night x1.5	surface	Water			8	15		
88	Grimer	2	uncommon	1.68	8	33	Overworld	Swamp	any	any	Night x1.5	surface	Water, Urban			8	15		
88	Grimer	3	uncommon	1.68	8	33	Overworld	Swamp	any	any	Night x1.5	surface	Water	structure:#minecraft:village		8	15		
88	Grimer	4	common	1.8	8	33	Swamp		any	any	Lure2 x3, Lure3 x5	fishing	Water					TRUE	
88	Grimer	5	common	1.8	8	33	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water, Urban					TRUE	
88	Grimer	6	common	1.8	8	33	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water	structure:#minecraft:village				TRUE	
88	Grimer	7	common	9	8	33	Nether Toxic		any	any		grounded	Natural					any	
88	Grimer	8	common	1.8	8	33	Swamp		any	any	Lure2 x3, Lure3 x5	fishing	Water			8	15	FALSE	
88	Grimer	9	common	1.8	8	33	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water, Urban			8	15	FALSE	
88	Grimer	10	common	1.8	8	33	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water	structure:#minecraft:village		8	15	FALSE	
89	Muk	1	uncommon	0.32	38	50	Swamp		any	any	Night x1.5	surface	Water			8	15		
89	Muk	2	uncommon	0.32	38	50	Overworld	Swamp	any	any	Night x1.5	surface	Water, Urban			8	15		
89	Muk	3	uncommon	0.32	38	50	Overworld	Swamp	any	any	Night x1.5	surface	Water	structure:#minecraft:village		8	15		
89	Muk	4	common	0.2	38	50	Swamp		any	any	Lure2 x3, Lure3 x5	fishing	Water					TRUE	
89	Muk	5	common	0.2	38	50	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water, Urban					TRUE	
89	Muk	6	common	0.2	38	50	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water	structure:#minecraft:village				TRUE	
89	Muk	7	common	1	38	50	Nether Toxic		any	any		grounded	Natural					any	
89	Muk	8	common	0.2	38	50	Swamp		any	any	Lure2 x3, Lure3 x5	fishing	Water			8	15	FALSE	
89	Muk	9	common	0.2	38	50	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water, Urban			8	15	FALSE	
89	Muk	10	common	0.2	38	50	Overworld	Swamp	any	any	Lure2 x3, Lure3 x5	fishing	Water	structure:#minecraft:village		8	15	FALSE	
90	Shellder	1	common	9.5	6	31	Cold Ocean, Frozen Ocean		any	any		seafloor	Water					TRUE	
90	Shellder	2	common	5.7	6	31	Ocean	Cold Ocean, Frozen Ocean	any	any		seafloor	Water					TRUE	
90	Shellder	3	common	9.5	6	31	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
90	Shellder	4	common	1.9	6	31	Coast, Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
90	Shellder	5	common	9.5	6	31	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
90	Shellder	6	common	1.9	6	31	Coast, Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
90	Shellder	7	common	5.7	6	31	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
90	Shellder	8	common	9.5	6	31	Overworld		any	any	Lure0/1 x0.6	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
91	Cloyster	1	common	0.5	26	53	Cold Ocean, Frozen Ocean		any	any		seafloor	Water					TRUE	
91	Cloyster	2	common	0.3	26	53	Ocean	Cold Ocean, Frozen Ocean	any	any		seafloor	Water					TRUE	
91	Cloyster	3	common	0.5	26	53	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
91	Cloyster	4	common	0.1	26	53	Coast, Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
91	Cloyster	5	common	0.5	26	53	Cold Ocean, Frozen Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
91	Cloyster	6	common	0.1	26	53	Coast, Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
91	Cloyster	7	common	0.3	26	53	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
91	Cloyster	8	common	0.5	26	53	Overworld		any	any	Lure0/1 x0.6	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
92	Gastly	1	common	9	6	31	Aether, Overworld	Deep Dark	any	any		grounded	Natural	maxLight = 0		0	0		
92	Gastly	2	uncommon	5.04	6	31	Overworld	Deep Dark	any	any		grounded	Derelict					FALSE	
92	Gastly	3	common	9	6	31	Spooky		any	any		grounded	Natural	maxLight = 0		8	15		
92	Gastly	4	common	9	6	31	Nether		any	any		grounded	Natural					any	
93	Haunter	1	common	0.95	25	41	Aether, Overworld	Deep Dark	any	any		grounded	Natural	maxLight = 0		0	0		
93	Haunter	2	uncommon	0.712	25	41	Overworld	Deep Dark	any	any		grounded	Derelict					FALSE	
93	Haunter	3	common	0.95	25	41	Spooky		any	any		grounded	Natural	maxLight = 0		8	15		
93	Haunter	4	common	0.95	25	41	Nether		any	any		grounded	Natural					any	
94	Gengar	1	common	0.05	36	50	Aether, Overworld	Deep Dark	any	any		grounded	Natural	maxLight = 0		0	0		
94	Gengar	2	uncommon	0.048	36	50	Overworld	Deep Dark	any	any		grounded	Derelict					FALSE	
94	Gengar	3	common	0.05	36	50	Spooky		any	any		grounded	Natural	maxLight = 0		8	15		
94	Gengar	4	common	0.05	36	50	Nether		any	any		grounded	Natural					any	
95	Onix	1	uncommon	5.52	14	39	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
95	Onix	2	uncommon	1.84	14	39	Nether Basalt		any	any		grounded	Natural					any	
96	Drowzee	1	common	9	8	33	Overworld	Freezing	night	any		grounded	Natural, Urban			8	15		
96	Drowzee	2	common	9	8	33	Overworld	Freezing	night	any		grounded	Natural	structure:#minecraft:village		8	15		
97	Hypno	1	common	1	26	48	Overworld	Freezing	night	any		grounded	Natural, Urban			8	15		
97	Hypno	2	common	1	26	48	Overworld	Freezing	night	any		grounded	Natural	structure:#minecraft:village		8	15		
98	Krabby	1	common	9	8	33	Coast		any	any		grounded	Natural			8	15		
98	Krabby	2	common	1.8	8	33	Coast, Ocean		any	any		seafloor	Water					TRUE	
98	Krabby	3	common	9	8	33	Coast, Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
98	Krabby	4	common	9	8	33	Coast, Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
98	Krabby	5	common	1.8	8	33	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
98	Krabby	6	common	9	8	33	Overworld		any	any	Lure0/1 x0.6	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
99	Kingler	1	common	1	28	48	Coast		any	any		grounded	Natural			8	15		
99	Kingler	2	common	0.2	28	48	Coast, Ocean		any	any		seafloor	Water					TRUE	
99	Kingler	3	common	1	28	48	Coast, Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
99	Kingler	4	common	1	28	48	Coast, Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
99	Kingler	5	common	0.2	28	48	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
99	Kingler	6	common	1	28	48	Overworld		any	any	Lure0/1 x0.6	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
100	Voltorb	1	common	1.8	8	33	Overworld		any	any	Storm x5	grounded	Natural, Urban			8	15		
100	Voltorb	2	common	1.8	8	33	Overworld		any	any	Storm x5	grounded	Natural	structure:#minecraft:village		8	15		
100	Voltorb	3	uncommon	84	8	33	Overworld		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
100	Voltorb [Hisuian]	4	uncommon	92	8	33	Overworld		any	any	Storm x5	grounded	Natural	#cobblemon:apricorns		8	15		
101	Electrode	1	common	0.2	30	49	Overworld		any	any	Storm x5	grounded	Natural, Urban			8	15		
101	Electrode	2	common	0.2	30	49	Overworld		any	any	Storm x5	grounded	Natural	structure:#minecraft:village		8	15		
101	Electrode	3	uncommon	16	30	49	Overworld		any	any	Storm x5	grounded		minecraft:lightning_rod		8	15		
101	Electrode [Hisuian]	4	uncommon	8	30	49	Overworld		any	any	Storm x5	grounded	Natural	#cobblemon:apricorns		8	15		
102	Exeggcute	1	common	1.9	8	33	Jungle, Savanna		any	any		grounded	Natural			8	15		region_bias=alola
102	Exeggcute	2	uncommon	9.2	8	33	Beach, Tropical Island	Freezing	any	any		grounded	Natural			8	15		
103	Exeggutor	1	common	0.1	28	53	Jungle, Savanna		any	any		grounded	Natural			8	15		
103	Exeggutor [Alolan]	2	uncommon	0.8	28	53	Beach, Tropical Island	Freezing	any	any		grounded	Natural			8	15		
104	Cubone	1	common	1.8	7	32	Badlands, Desert		any	any		grounded	Natural, Wild			8	15		region_bias=alola
104	Cubone	2	common	5.4	7	32	Volcanic		any	any		grounded	Natural, Wild			8	15		region_bias=alola
104	Cubone	3	common	9	7	32	Nether Desert		any	any		grounded	Natural, Wild					any	
105	Marowak	1	common	0.2	28	43	Badlands, Desert		any	any		grounded	Natural, Wild			8	15		
105	Marowak [Alolan]	2	common	0.6	28	43	Volcanic		any	any		grounded	Natural, Wild			8	15		
105	Marowak [Alolan]	3	common	1	28	43	Nether Desert		any	any		grounded	Natural, Wild					any	
106	Hitmonlee	1	uncommon	0.32	20	46	Hills		any	any	Night x0.25	grounded	Natural			8	15		
107	Hitmonchan	1	uncommon	0.32	20	46	Hills		any	any	Night x0.25	grounded	Natural			8	15		
108	Lickitung	1	uncommon	1.68	14	39	Grassland		any	any	Night x0.25	grounded	Natural			8	15		
109	Koffing	1	common	1.8	9	34	Overworld		any	any	Night x5	grounded	Natural, Urban			8	15		
109	Koffing	2	common	1.8	9	34	Overworld		any	any	Night x5	grounded	Natural	structure:#minecraft:village		8	15		
109	Koffing	3	common	9	9	34	Nether Toxic		any	any		grounded	Natural					any	
110	Weezing	1	common	0.2	35	49	Overworld		any	any	Night x5	grounded	Natural, Urban			8	15		
110	Weezing	2	common	0.2	35	49	Overworld		any	any	Night x5	grounded	Natural	structure:#minecraft:village		8	15		
110	Weezing	3	common	1	35	49	Nether Toxic		any	any		grounded	Natural					any	
111	Rhyhorn	1	common	1.8	10	35	Mountain, Savanna	Cold	any	any	Night x0.25	grounded	Natural, Wild			8	15		
112	Rhydon	1	common	0.19	42	49	Mountain, Savanna	Cold	any	any	Night x0.25	grounded	Natural, Wild			8	15		
113	Chansey	1	rare	1.125	17	45	Overworld		any	any	Night x0.25	grounded	Natural, Urban			8	15		
113	Chansey	2	rare	1.125	17	45	Overworld		any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
113	Chansey	3	rare	1.125	17	45	Aether		any	any		grounded	Natural			8	15		
114	Tangela	1	common	1.8	19	44	Jungle		any	any		grounded	Natural, Wild			8	15		
115	Kangaskhan	1	rare	10	24	49	Savanna		any	any	Night x0.25	grounded	Natural, Wild			8	15		
116	Horsea	1	common	1.8	5	30	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water					TRUE	
116	Horsea	2	common	1.8	5	30	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
116	Horsea	3	common	1.8	5	30	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water			8	15	FALSE	
116	Horsea	4	common	1.8	5	30	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
116	Horsea	5	common	1.8	5	30	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
116	Horsea	6	common	1.8	5	30	Overworld		any	any	Lure2 x3, Lure3 x5	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
117	Seadra	1	common	0.19	32	44	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water					TRUE	
117	Seadra	2	common	0.19	32	44	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
117	Seadra	3	common	0.19	32	44	Lukewarm Ocean, Warm Ocean		any	any		submerged	Water			8	15	FALSE	
117	Seadra	4	common	0.19	32	44	Ocean	Cold Ocean, Frozen Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
117	Seadra	5	common	0.19	32	44	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
117	Seadra	6	common	0.19	32	44	Overworld		any	any	Lure2 x3, Lure3 x5	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
118	Goldeen	1	common	9	7	32	River		any	any		submerged	Water					TRUE	
118	Goldeen	2	common	9	7	32	Aether, Bamboo, Floral, Freezing, Freshwater, Jungle, Magical, Mountain, Taiga, Temperate		any	any		fishing						TRUE	
118	Goldeen	3	common	9	7	32	River		any	any		submerged	Water			8	15	FALSE	
118	Goldeen	4	common	9	7	32	Aether, Bamboo, Floral, Freezing, Freshwater, Jungle, Magical, Mountain, Taiga, Temperate		any	any		fishing				8	15	FALSE	
119	Seaking	1	common	1	33	45	River		any	any		submerged	Water					TRUE	
119	Seaking	2	common	1	33	45	Aether, Bamboo, Floral, Freezing, Freshwater, Jungle, Magical, Mountain, Taiga, Temperate		any	any		fishing						TRUE	
119	Seaking	3	common	1	33	45	River		any	any		submerged	Water			8	15	FALSE	
119	Seaking	4	common	1	33	45	Aether, Bamboo, Floral, Freezing, Freshwater, Jungle, Magical, Mountain, Taiga, Temperate		any	any		fishing				8	15	FALSE	
120	Staryu	1	uncommon	9.2	9	34	Coast		night	any		grounded	Natural			8	15		
120	Staryu	2	uncommon	5.52	9	34	Ocean		any	any	Night x1.5	submerged	Water					TRUE	
120	Staryu	3	uncommon	5.52	9	34	Coast, Ocean, Tropical Island		any	any	Night x1.5	fishing			minLureLevel = 1			TRUE	
120	Staryu	4	common	1.84	9	34	Coast, Ocean, Tropical Island		any	any	Night x1.5, Lure3 x3	fishing		minLureLevel = 1				TRUE	
120	Staryu	5	uncommon	5.52	9	34	Ocean		any	any	Night x1.5	submerged	Water			8	15	FALSE	
120	Staryu	6	uncommon	5.52	9	34	Coast, Ocean, Tropical Island		any	any	Night x1.5	fishing			minLureLevel = 1	8	15	FALSE	
120	Staryu	7	common	1.84	9	34	Coast, Ocean, Tropical Island		any	any	Night x1.5, Lure3 x3	fishing		minLureLevel = 1		8	15	FALSE	
120	Staryu	8	uncommon	5.52	9	34	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
